,Dates,PX_OPEN,PX_LAST,PX_LOW,PX_HIGH,PX_VOLUME,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,PX_TO_TANG_BV_PER_SH,PX_TO_EBITDA,PX_TO_FREE_CASH_FLOW
260,260,59.63,62.41,59.188,62.456,100215307,83.2133,9.5608,17.2517,10.629,33.8591,45.272
261,261,63.08,59.16,58.68,63.18,114987616,78.88,9.0629,16.3533,10.0755,32.0959,42.9145
262,262,57.6,58.53,57.31,60.31,91451960,78.04,8.9664,16.1791,9.9682,31.7541,42.4575
263,263,60.09,58.89,57.78,60.45,72324603,78.52,9.0216,16.2787,10.0295,31.9494,42.7186
264,264,59.29,59.09,55.88,59.68,108622706,78.7867,9.0522,16.3339,10.0636,32.058,42.8637
265,265,59.79,59.72,57.74,60.19,78773521,79.6267,9.1487,16.5081,10.1708,32.3997,43.3207
266,266,59.3,58.94,58.72,60.58,88040346,78.5867,9.0292,16.2925,10.038,31.9766,42.7549
267,267,59.46,61.24,59.15,61.24,60363619,81.6533,9.3816,16.9282,10.4297,33.2244,44.4233
268,268,62.65,63.03,62.22,63.44,60631312,84.0402,9.6558,17.4231,10.7346,34.1956,45.7219
269,269,63.45,61.36,61.26,63.48,96564750,81.8133,9.4,16.9614,10.4502,33.2895,44.5104
270,270,63.6,60.87,59.77,63.65,138769345,81.16,9.3249,16.826,10.3667,33.0237,44.1549
271,271,59.97,57.71,57.57,60.01,92501529,76.9467,8.8408,15.9525,9.8285,31.3093,41.8627
272,272,58.05,56.14,54.66,58.31,107757756,74.8533,8.6003,15.5185,9.5611,30.4575,40.7238
273,273,56.09,58.15,55.84,58.28,75557202,77.5333,8.9082,16.0741,9.9035,31.548000000000002,42.1819
274,274,57.58,59.78,57.16,59.85,76093004,79.7067,9.1579,16.5247,10.1811,32.4323,43.3642
275,275,60.43,61.15,60.21,62.28,82428606,81.5333,9.3678,16.9034,10.4144,33.1756,44.358
276,276,61.3,60.46,60.18,61.89,54189197,80.6133,9.2621,16.7126,10.2969,32.8012,43.8575
277,277,59.67,61.22,59.18,61.35,46057411,81.6267,9.3785,16.9227,10.4263,33.2135,44.4088
278,278,60.98,58.53,58.49,61.15,55900809,78.04,8.9664,16.1791,9.9682,31.7541,42.4575
279,279,58.77,57.39,56.26,59.3,78587247,76.52,8.7918,15.864,9.774000000000001,31.1357,41.6305
280,280,57.23,56.76,56.5,58.82,61251053,75.68,8.6953,15.6899,9.6667,30.7939,41.1735
281,281,56.85,57.24,56.38,57.65,52583858,76.32,8.7688,15.8226,9.7485,31.0543,41.5217
282,282,57.98,59.83,57.98,59.9,48575487,79.7733,9.1656,16.5385,10.1896,32.4594,43.4005
283,283,59.66,59.83,59.51,60.89,48525476,79.7733,9.1656,16.5385,10.1896,32.4594,43.4005
284,284,59.53,59.23,58.95,60.45,47428583,78.9733,9.0737,16.3726,10.0874,32.1339,42.9653
285,285,59.26,57.919,57.52,59.38,56813940,77.2253,8.8728,16.0102,9.8641,31.4227,42.0143
286,286,58.31,58.02,57.31,58.45,47933075,77.3598,8.8883,16.0381,9.8813,31.4774,42.0875
287,287,57.89,59.21,57.57,59.56,43033925,78.9467,9.0706,16.3671,10.084,32.1231,42.9508
288,288,59.5,58.56,58.18,60.19,53931469,78.08,8.971,16.1874,9.9733,31.7704,42.4793
289,289,58.56,60.49,58.25,60.5,58991505,80.6533,9.2667,16.7209,10.302,32.8175,43.8793
290,290,60.94,60.52,60.4,61.48,54200116,80.6933,9.2713,16.7292,10.3071,32.8338,43.901
291,291,60.41,61.351,60.15,61.45,38293993,81.8013,9.3986,16.9589,10.4486,33.2846,44.5038
292,292,61.62,63.48,61.57,63.51,55681663,84.64,9.7247,17.5474,10.8112,34.4396,46.0482
293,293,63.39,63.51,62.62,64.14,47795088,84.68,9.7293,17.5557,10.8163,34.4559,46.07
294,294,63.84,63.83,63.51,64.3,42699670,85.1067,9.7783,17.6442,10.8708,34.6295,46.3021
295,295,63.95,63.3,62.56,64.17,45283577,84.4,9.6972,17.4977,10.7806,34.342,45.9176
296,296,63.23,63.08,62.05,63.59,35995537,84.1067,9.6634,17.4369,10.7431,34.2226,45.7581
297,297,62.62,62.87,62.32,63.42,32216707,83.8267,9.6313,17.3788,10.7073,34.1087,45.6057
298,298,62.45,63.34,62.07,63.59,36513991,84.4533,9.7033,17.5087,10.7874,34.3637,45.9467
299,299,63.66,63.186,62.82,64.36,47352368,84.248,9.6797,17.4662,10.7611,34.2801,45.835
300,300,63.37,62.5,62.15,63.48,42442096,83.3333,9.5746,17.2765,10.6443,33.908,45.3373
301,301,62.4,62.88,61.79,63.34,37617413,83.84,9.6328,17.3816,10.709,34.1141,45.613
302,302,63.53,65.77,63.5,65.82,69338140,87.6933,10.0755,18.1805,11.2012,35.682,47.7094
303,303,65.32,65.781,64.9,65.8,44241926,87.708,10.0772,18.1835,11.2031,35.688,47.7174
304,304,65.85,64.29,64.06,66.47,55729828,85.7202,9.8488,17.7714,10.9492,34.8792,46.6359
305,305,64.7,64.5,63.83,64.97,29418910,86,9.881,17.8294,10.9849,34.993,46.7881
306,306,64.16,64.19,63.75,64.88,31045811,85.5867,9.8335,17.7437,10.9321,34.8248,46.5632
307,307,64.1,64.4,63.93,64.88,27714816,85.8667,9.8657,17.8018,10.9679,34.9388,46.7156
308,308,64.49,65.6,64.05,65.75,35570154,87.4667,10.0495,18.1335,11.1723,35.5898,47.5861
309,309,65.46,64.342,64.21,65.576,34245182,85.7887,9.8567,17.7856,10.9579,34.907,46.6731
310,310,64.46,64.5,63.35,64.81,46466073,86,9.881,17.8294,10.9849,34.993,46.7881
311,311,64.32,65.37,64.22,65.66,34560121,87.16,10.0143,18.0699,11.1331,35.465,47.419200000000004
312,312,65.36,65.72,65.27,67.17,57334867,87.6267,10.0679,18.1666,11.1927,35.6549,47.6731
313,313,65.58,67.44,65.57,67.48,44308249,89.92,10.3314,18.6421,11.4856,36.5881,48.9208
314,314,68,67.13,66.9,68,47713944,89.5067,10.2839,18.5564,11.4328,36.4199,48.6959
315,315,67.31,67.6,66.84,67.7,46460627,90.1333,10.3559,18.6863,11.5129,36.6749,49.0369
316,316,67.46,67.29,67.13,67.92,27201749,73.1413,9.4447,16.8178,10.3917,31.1882,52.5174
317,317,67.58,68.06,67.39,68.44,33243166,73.9783,9.5527,17.0102,10.5106,31.5451,53.1183
318,318,68.04,66.45,65.79,68.3,41895220,72.2283,9.3268,16.6078,10.262,30.7989,51.8618
319,319,66.855,66.29,65.76,67,25203215,72.0543,9.3043,16.5679,10.2373,30.7248,51.7369
320,320,66.3,65.29,65.12,66.57,28745099,70.9674,9.1639,16.3179,10.0829,30.2613,50.9564
321,321,65.06,62.76,62.21,65.56,68926036,68.2174,8.8088,15.6856,9.6922,29.0886,48.9819
322,322,63.41,64.97,63.15,65.12,51431582,70.6196,9.119,16.238,10.0335,30.113,50.7067
323,323,63.31,64.873,63.05,65.34,44421915,70.5136,9.1053,16.2136,10.0184,30.0678,50.6306
324,324,65.28,66.34,64.79,66.59,39212022,72.1087,9.3113,16.5804,10.245,30.7479,51.7759
325,325,67.13,67.9,66.9,68.17,38536924,73.8043,9.5303,16.9702,10.4859,31.471,52.9934
326,326,67.96,67.165,66.26,68.09,44292944,73.0054,9.4271,16.7865,10.3724,31.1303,52.4198
327,327,67.54,67.66,67.07,67.94,29593589,73.5435,9.4966,16.9103,10.4489,31.3597,52.8061
328,328,67.03,66.41,66.04,67.85,38188432,72.1846,9.3211,16.5978,10.2558,30.7803,51.8305
329,329,66.8,68.42,66.16,68.46,42455649,74.3694,9.6032,17.1002,10.5662,31.7119,53.3992
330,330,68.81,69.4,68.5,69.96,49539121,75.4348,9.7408,17.3451,10.717600000000001,32.1662,54.1641
331,331,69.76,69.27,68.61,69.77,40397693,75.2935,9.7226,17.3127,10.6975,32.106,54.0627
332,332,69.74,71.29,69.61,71.33,78434716,77.4891,10.0061,17.8175,11.0095,33.0422,55.6392
333,333,75.96,74.98,74.51,76.74,124167936,81.5,10.524000000000001,18.7398,11.5793,34.7525,58.5191
334,334,74.99,75.19,74.662,75.67,45917435,81.7283,10.5535,18.7922,11.6117,34.8498,58.683
335,335,75.17,74.92,73.85,75.5,41725249,81.4348,10.5156,18.7248,11.57,34.7247,58.4723
336,336,74.72,73.71,73.423,74.92,41324470,80.1196,10.3458,18.4223,11.3832,34.1639,57.5279
337,337,74.21,74.677,74.13,75.19,36853018,81.1707,10.4815,18.664,11.5325,34.612,58.2826
338,338,74,72.65,72.44,74.165,43991772,78.9674,10.197,18.1574,11.2195,33.6726,56.7006
339,339,72.22,72.36,71.55,73.22,43535314,78.6522,10.1563,18.0849,11.1747,33.5381,56.4743
340,340,72.36,73.51,72.36,73.88,30776819,79.9022,10.3177,18.3724,11.3523,34.0712,57.3718
341,341,73.2,72.69,72.18,73.59,34986147,79.0109,10.2026,18.1674,11.2257,33.6911,56.7319
342,342,72.02,72.47,71.79,73.72,30985533,78.7717,10.1717,18.1124,11.1917,33.5891,56.5602
343,343,73,73.17,72.7,74,38140550,79.5326,10.27,18.2874,11.2998,33.9136,57.1065
344,344,73.4,73.06,72.56,73.43,27202325,79.413,10.2545,18.259900000000002,11.2828,33.8626,57.0206
345,345,73.46,73.44,73.06,73.91,24591177,79.8261,10.3079,18.3549,11.3415,34.0387,57.3172
346,346,73.09,72.83,72.22,73.33,27418983,79.163,10.2222,18.2024,11.2473,33.756,56.8411
347,347,73.12,73.77,73.05,74.25,29265662,80.1848,10.3542,18.4373,11.3925,34.1917,57.5748
348,348,73.97,74.296,73.69,74.38,22207019,80.7565,10.428,18.5688,11.473700000000001,34.4355,57.9853
349,349,74.32,73.63,73,74.65,38909161,80.0326,10.3345,18.4023,11.3708,34.1268,57.4655
350,350,74,74.59,73.96,74.72,23973658,81.0761,10.4693,18.6423,11.5191,34.5717,58.2147
351,351,74.81,75.29,74.77,75.58,26678640,81.837,10.5675,18.8172,11.6272,34.8962,58.7611
352,352,74.97,74.81,74.62,75.18,22916678,81.3152,10.5001,18.6973,11.5531,34.6737,58.3864
353,353,74.92,74.57,74.415,75.19,20101979,81.0543,10.4665,18.6373,11.516,34.5625,58.1991
354,354,74.34,74.57,73.57,74.73,20897393,81.0543,10.4665,18.6373,11.516,34.5625,58.1991
355,355,74.94,75.02,74.79,75.28,19734103,81.5435,10.5296,18.7497,11.5855,34.771,58.5503
356,356,75,75.96,74.73,75.99,23992668,82.5654,10.6616,18.9847,11.7307,35.2068,59.2841
357,357,75.27,74.63,74.46,75.49,36323060,81.1196,10.4749,18.6523,11.5253,34.5903,58.246
358,358,74,73.855,73.73,74.43,21946738,80.2772,10.3661,18.4586,11.4056,34.2311,57.6411
359,359,74.3,74.82,74.01,74.82,26241162,81.3261,10.5016,18.6998,11.5546,34.6783,58.3943
360,360,75.01,76.68,74.82,76.7,34979438,83.3478,10.762599999999999,19.1646,11.8418,35.5404,59.8459
361,361,77.14,75.83,75.6,77.48,32389102,82.4239,10.6433,18.9522,11.7106,35.1465,59.1825
362,362,75.89,75.95,75.53,76.93,26676444,82.5543,10.6602,18.9822,11.7291,35.2021,59.2762
363,363,76.1,77.26,75.598,77.38,29475854,83.9783,10.844,19.3096,11.9314,35.8092,60.2986
364,364,77.26,77.89,77.01,78.17,28183156,84.663,10.9325,19.467,12.0287,36.1012,60.7903
365,365,77.59,76.67,76.2,78.17,28881803,83.337,10.7612,19.1621,11.8403,35.5358,59.8381
366,366,76.52,77.43,76.51,77.95,29908606,84.163,10.8679,19.3521,11.957699999999999,35.888,60.4313
367,367,77.13,77.92,77.05,78.36,32247724,84.6957,10.9367,19.4745,12.0333,36.1151,60.8137
368,368,78.02,77.48,77.1,78.3,26744356,84.2174,10.8749,19.3646,11.9654,35.9112,60.4703
369,369,77.15,74.58,73.43,77.25,49679130,81.0652,10.4679,18.6398,11.5175,34.5671,58.2069
370,370,73.52,76.08,73.07,76.23,37742482,82.6957,10.6784,19.0147,11.7492,35.2623,59.3776
371,371,75.96,76.43,75.57,77.25,28693348,83.0761,10.7275,19.1021,11.8032,35.4245,59.6508
372,372,76.77,77,76.52,77.33,23030936,83.6957,10.8075,19.2446,11.8913,35.6887,60.0957
373,373,77.4,77.91,76.44,78.3,76671330,84.6848,10.9353,19.472,12.0318,36.1105,60.8059
374,374,77,76.8,75.95,77.53,31961015,83.4783,10.7795,19.1946,11.8604,35.596,59.9396
375,375,76.33,78.29,76.04,78.63,36814111,85.0978,10.9886,19.567,12.0905,36.2866,61.1025
376,376,78.1,78.535,77.51,78.62,30679642,85.3641,11.023,19.6283,12.1283,36.4002,61.2937
377,377,78.6,77.22,77.13,78.94,37532580,83.9348,10.8384,19.2996,11.9252,35.7907,60.2674
378,378,77.59,78.79,77.33,78.842,28872012,85.6413,11.0588,19.692,12.1677,36.5184,61.4927
379,379,78.12,79,77.91,79.199,34030635,85.8696,11.0882,19.7445,12.2001,36.6157,61.6566
380,380,79.35,79.04,78.6,79.707,35899444,75.2762,9.706,17.9245,11.9092,33.021,60.6455
381,381,78.78,76.55,75.9,78.82,55090157,72.9048,9.4002,17.3598,11.534,31.9808,58.735
382,382,76.57,77.08,75.64,77.48,36487612,73.4095,9.4653,17.48,11.6139,32.2022,59.1416
383,383,77.76,77.44,77.26,78.06,23340173,73.7524,9.5095,17.5617,11.6681,32.3526,59.4178
384,384,77.19,77.555,76.85,77.89,25729191,73.8619,9.5237,17.5877,11.6854,32.4006,59.5061
385,385,77.05,76.29,76.24,77.95,25317488,72.6571,9.3683,17.3009,11.4948,31.8722,58.5355
386,386,76.18,77.52,75.1,77.71,32975514,73.8286,9.5194,17.5798,11.6802,32.386,59.4792
387,387,77.28,75.91,75.85,77.76,32487174,72.2952,9.3217,17.2147,11.4376,31.7134,58.2439
388,388,75.59,72.91,72.76,76.5,52146162,69.4381,8.9533,16.5344,10.9856,30.4601,55.9421
389,389,73.23,72.99,72.52,74.78,43937638,69.5143,8.9631,16.5525,10.9976,30.4935,56.0035
390,390,74,73.59,72.05,74.18,50299288,70.0857,9.0368,16.6886,11.088,30.7442,56.4638
391,391,71.69,73.21,70.32,73.8,61528317,69.7238,8.9901,16.6024,11.0308,30.5854,56.1723
392,392,70.79,72.63,70.58,73.35,53529459,69.1714,8.9189,16.4709,10.9434,30.3431,55.7272
393,393,74.23,75.95,73.75,76,76341638,72.3333,9.3266,17.2238,11.4436,31.7301,58.2746
394,394,75.6,76.95,75.38,77.09,34701260,73.2857,9.4494,17.4505,11.5943,32.1479,59.0419
395,395,77.56,78.69,77.15,78.74,32252403,74.9429,9.663,17.8451,11.8565,32.8748,60.3769
396,396,78.815,78.37,78.01,79.85,41862393,74.6381,9.6237,17.7726,11.8082,32.7411,60.1314
397,397,79.38,80.04,79.01,80.63,35055800,76.2286,9.8288,18.1513,12.0599,33.4388,61.4128
398,398,80.2,80.67,79.32,80.818,32247520,76.8286,9.9062,18.2942,12.1548,33.702,61.8961
399,399,80.74,80.28,79.76,80.8,30168921,76.4571,9.8583,18.2057,12.096,33.5391,61.5969
400,400,80.18,80.77,79.57,81.16,74211768,76.9238,9.9185,18.3168,12.1699,33.7438,61.9729
401,401,75.45,75.86,74.78,76.88,106119520,72.2476,9.3155,17.2034,11.4301,31.6925,58.2055
402,402,75.05,74.11,72.9,75.35,83269554,70.581,9.1006,16.8065,11.1664,30.9614,56.8628
403,403,74.93,74.99,74.45,75.7,44544325,71.419,9.2087,17.0061,11.299,31.329,57.538
404,404,75.47,73.88,73.7,75.52,40727330,70.3619,9.0724,16.7543,11.1317,30.8653,56.6863
405,405,74.23,75.76,73.65,75.77,39326471,72.1524,9.3032,17.1807,11.415,31.6507,58.1288
406,406,76.51,74.83,74.42,76.8,35912588,71.2667,9.189,16.9698,11.2749,31.2622,57.4152
407,407,74.89,75.26,74.31,75.6,21383194,71.6762,9.2418,17.0673,11.3397,31.4418,57.7452
408,408,75.39,75.6,75.02,75.855,20774381,72,9.2836,17.1444,11.3909,31.5839,58.0061
409,409,75.36,75,74.61,75.48,21575126,71.4286,9.2099,17.0083,11.3005,31.3332,57.5457
410,410,74.95,74.61,74.03,74.98,18735123,71.0571,9.162,16.9199,11.2417,31.1703,57.2464
411,411,74.28,74.72,73.54,75.14,26536609,71.1619,9.1755,16.9448,11.2583,31.2162,57.330799999999996
412,412,74.74,74.25,73.64,75.24,26448451,70.7143,9.1178,16.8382,11.1875,31.0199,56.9702
413,413,74.27,74.88,74.04,74.93,19476878,71.3143,9.1952,16.9811,11.282399999999999,31.2831,57.4536
414,414,74.88,74.24,73.88,75.655,28701191,70.7048,9.1166,16.836,11.186,31.0157,56.9626
415,415,74.45,74.34,73.9,74.8,20696643,70.8,9.1289,16.8587,11.201,31.0575,57.0393
416,416,74.01,73.33,73.11,74.54,25441163,69.8381,9.0048,16.6296,11.0489,30.6355,56.2643
417,417,72.8,73.6,72.51,73.99,19154862,70.0952,9.038,16.6908,11.0895,30.7483,56.4715
418,418,74.5,73.75,73.5,74.5,23060382,70.2381,9.0564,16.7249,11.1121,30.811,56.5866
419,419,73.54,74.01,73.35,74.35,22103831,70.4857,9.0883,16.7838,11.151299999999999,30.9196,56.7861
420,420,74.21,75.63,74.13,75.74,32250205,72.0286,9.2873,17.1512,11.3954,31.5964,58.0291
421,421,75.53,77.62,75.51,77.78,32721585,73.9238,9.5316,17.6025,11.6952,32.4278,59.5559
422,422,77.67,77.7,77.23,78.27,15992035,74,9.5415,17.6206,11.7073,32.4612,59.6173
423,423,77.26,75.1,74.8,77.31,31789866,71.5238,9.2222,17.031,11.3155,31.375,57.6224
424,424,75.33,75.46,75.04,75.91,16773884,71.8667,9.2664,17.1126,11.3698,31.5254,57.8986
425,425,75.38,74.88,74.4,75.73,16689857,71.3143,9.1952,16.9811,11.282399999999999,31.2831,57.4536
426,426,74.83,75.24,74.66,75.55,14390520,71.6571,9.2394,17.0628,11.3366,31.4335,57.7298
427,427,75.8,76.36,75.36,76.76,24306446,72.7238,9.3769,17.3167,11.5054,31.9014,58.5892
428,428,76.18,76.52,75.4,77.25,25733853,72.8762,9.3966,17.353,11.5295,31.9682,58.7119
429,429,75.2,76.84,74.78,76.93,25358584,73.181,9.4359,17.4256,11.5777,32.1019,58.9575
430,430,76.65,76.18,76.07,77.55,32210532,72.5524,9.354800000000001,17.2759,11.4783,31.8262,58.4511
431,431,76.52,77.73,76.48,78.52,33492661,74.0286,9.5451,17.6274,11.7118,32.4737,59.6403
432,432,77.16,77.83,77.02,78.88,28091617,74.1238,9.5574,17.6501,11.7269,32.5155,59.7171
433,433,78.46,76.99,76.56,78.58,29396532,73.3238,9.4543,17.459600000000002,11.6003,32.1646,59.0726
434,434,76.19,74.69,74.59,77.39,31554593,71.1333,9.1718,16.938,11.2538,31.2037,57.3078
435,435,75.01,76.11,74.9,76.41,29203904,72.4857,9.3462,17.2601,11.4677,31.797,58.3974
436,436,76.89,78.4,76.51,78.4,34222081,74.6667,9.6274,17.7794,11.8128,32.7537,60.1544
437,437,78.75,79.88,78.33,80,43334992,76.0762,9.8092,18.115,12.0358,33.372,61.29
438,438,80.08,81.45,80,81.89,31395770,77.5714,10.002,18.471,12.2723,34.0279,62.4946
439,439,82.02,80.61,80.4,82.17,19865820,76.7714,9.8988,18.2806,12.1458,33.6769,61.8501
440,440,81.03,80.77,80.75,81.43,7685481,76.9238,9.9185,18.3168,12.1699,33.7438,61.9729
441,441,81.02,80.775,80.51,81.28,10647388,76.9286,9.9191,18.318,12.1706,33.7459,61.9767
442,442,80.49,80.02,79.71,80.96,14134666,76.2095,9.8264,18.1468,12.0569,33.4305,61.3974
443,443,79.85,79.22,79.1,80.59,14370763,75.4476,9.7281,17.9653,11.9363,33.0962,60.7836
444,444,79.54,78.02,77.86,79.8,20040439,70.9273,6.0456,16.4159,15.3829,32.6663,56.3284
445,445,78.58,78.45,77.7,78.93,18177475,71.3182,6.0789,16.5063,15.4677,32.8463,56.6388
446,446,77.98,77.19,76.86,79.246,26452191,70.1727,5.9813,16.2412,15.2193,32.3188,55.7292
447,447,77.23,76.15,75.365,77.59,27399288,69.2273,5.9007,16.0224,15.0142,31.8833,54.9783
448,448,76.76,76.15,75.82,77.36,22045333,69.2273,5.9007,16.0224,15.0142,31.8833,54.9783
449,449,76.74,78.175,76.08,78.23,23960953,71.0682,6.0576,16.4485,15.413499999999999,32.7312,56.4403
450,450,78.2,77.74,77.2,78.62,21157007,70.6727,6.0239,16.3569,15.3277,32.5491,56.1262
451,451,77.84,76.72,76.21,78,19190194,69.7455,5.9449,16.1423,15.1266,32.122,55.3898
452,452,77.23,76.45,75.85,78.08,25179561,69.5,5.9239,16.0855,15.0734,32.0089,55.1949
453,453,76.42,76.28,76.029,77.2,25918564,69.3455,5.9108,16.0498,15.0398,31.9378,55.0722
454,454,76.4,74.05,73.54,76.57,34133974,67.3182,5.7379999999999995,15.5805,14.6002,31.0041,53.4622
455,455,74.04,75.18,73.84,75.32,21791529,68.3455,5.8255,15.8183,14.823,31.4772,54.278
456,456,75.72,76.24,74.82,76.31,22821614,69.3091,5.9077,16.0413,15.032,31.921,55.0433
457,457,76.16,76.74,75.85,77.3,25096737,69.7636,5.9464,16.1465,15.1305,32.1304,55.4043
458,458,77.17,77.65,76.68,77.75,19519458,70.5909,6.0169,16.338,15.31,32.5114,56.0613
459,459,77.65,77.83,77.04,78.19,16746503,70.7545,6.0309,16.3759,15.3454,32.5867,56.1912
460,460,77.98,77.495,77.29,78.47,19260820,70.45,6.0049,16.3054,15.2794,32.4465,55.9494
461,461,76.71,75.78,75.63,76.88,20109977,68.8909,5.872,15.9446,14.9413,31.7284,54.7112
462,462,76.9,76.24,76,77.638,53306422,69.3091,5.9077,16.0413,15.032,31.921,55.0433
463,463,76.85,78,74.21,78.02,61293468,70.9091,6.044,16.4117,15.379,32.6579,56.314
464,464,78,75.91,75.75,78.16,42649491,69.0091,5.8821,15.9719,14.9669,31.7829,54.805
465,465,76.11,74.99,73.75,76.14,41955258,68.1727,5.8108,15.7783,14.7855,31.3977,54.1408
466,466,75.19,75.4,73.86,75.58,26957714,68.5455,5.8426,15.8646,14.8663,31.5693,54.4368
467,467,75.09,75.63,75.01,76.35,20277368,68.7545,5.8604,15.913,14.9117,31.6656,54.6029
468,468,75.71,75.615,75.21,75.98,15062573,68.7409,5.8591999999999995,15.9098,14.9087,31.6593,54.592
469,469,75.68,74.47,74.25,75.7,21210994,67.7,5.7705,15.6689,14.683,31.1799,53.7654
470,470,74.05,74.44,73.45,74.83,16194322,67.6727,5.7682,15.6626,14.6771,31.1674,53.7437
471,471,74.85,75.19,74.5,75.34,15811344,68.3545,5.8263,15.8204,14.8249,31.4814,54.2852
472,472,75.09,76.51,75.03,76.75,20877427,69.5545,5.9286,16.0981,15.0852,32.0341,55.2382
473,473,76.86,76.23,75.89,76.87,17234976,69.3,5.9069,16.0392,15.03,31.9168,55.0361
474,474,76.46,75.74,75.5,76.48,18621860,68.8545,5.8689,15.9361,14.9334,31.7117,54.6823
475,475,75.3,75.6,75.08,76.91,25254400,68.7273,5.8581,15.9067,14.9058,31.6531,54.5812
476,476,75.94,76.71,75.45,76.9,22426421,69.7364,5.9441,16.1402,15.1246,32.1178,55.3826
477,477,76.986,79.42,76.95,79.84,45851177,72.2,6.1541,16.7104,15.6589,33.2525,57.3392
478,478,79.55,79.895,79.2,80.34,36931698,72.6318,6.1909,16.8104,15.7526,33.4513,57.6821
479,479,79.96,78.84,78.38,80.19,24139056,71.6727,6.1091,16.5884,15.544599999999999,33.0096,56.9204
480,480,78.5,78.45,78.1,79.48,18897133,71.3182,6.0789,16.5063,15.4677,32.8463,56.6388
481,481,78.5,79.56,78.5,80.2,25593800,72.3273,6.1649,16.7399,15.6865,33.3111,57.4402
482,482,79.88,80.41,79.72,81.37,31111891,73.1,6.2308,16.9187,15.8541,33.667,58.0539
483,483,80.68,78.97,78.62,81.23,30739197,71.7909,6.1192,16.6157,15.5702,33.064,57.0143
484,484,79,79.75,78.52,79.855,21662537,72.5,6.1797,16.7799,15.724,33.3906,57.5774
485,485,79.61,79.6,78.52,79.7,18634973,72.3636,6.168,16.7483,15.6944,33.3278,57.4691
486,486,79.3,80.895,78.85,81.15,28126686,73.5409,6.2684,17.0208,15.9498,33.87,58.4041
487,487,81.23,81.21,81.05,81.99,27825733,73.8273,6.2928,17.0871,16.0119,34.0019,58.6315
488,488,80.9,80.005,79.83,81.33,24488581,72.7318,6.1994,16.8335,15.7743,33.4974,57.7615
489,489,79.68,79.44,78.63,79.91,18925097,72.2182,6.1556,16.7146,15.6629,33.2608,57.3536
490,490,78.5,77.55,77.55,79.26,23067057,70.5,6.0092,16.317,15.2902,32.4695,55.9891
491,491,77.8,77.57,77.26,78.43,20215704,70.5182,6.0107,16.3212,15.2942,32.4779,56.0035
492,492,78.1,78.93,77.91,79.05,16093319,71.7545,6.1161,16.6073,15.5623,33.0473,56.9854
493,493,78.6,78.05,77.68,79.38,18557296,70.9545,6.0479,16.4222,15.3888,32.6788,56.3501
494,494,77.96,78.07,77.36,78.12,19305406,70.9727,6.0495,16.4264,15.3928,32.6872,56.3645
495,495,78.36,79.365,78.34,79.78,22169969,72.15,6.1498,16.6989,15.6481,33.2294,57.2994
496,496,79.25,80.91,79.17,81.24,36912446,73.5545,6.2695,17.0239,15.9527,33.8763,58.4149
497,497,81.12,82.75,81,83,42099523,75.2273,6.4121,17.4111,16.3155,34.6467,59.7433
498,498,83.39,83.8,83.07,84.6,44466323,76.1818,6.4935,17.632,16.5225,35.0863,60.5014
499,499,83.92,84.43,83.3,84.96,27357333,76.7545,6.5423,17.7646,16.6467,35.3501,60.9562
500,500,84.71,85.31,84.52,86.07,32576522,77.5545,6.6105,17.9497,16.8203,35.7185,61.5916
501,501,85.5,82.92,82.92,85.52,37436147,75.3818,6.4253,17.4468,16.349,34.7179,59.8661
502,502,82.72,83.01,82.14,83.77,32794800,75.4636,6.4323,17.4658,16.3668,34.7556,59.931
503,503,83.38,83.3,82.88,83.95,18372582,75.7273,6.4547,17.5268,16.4239,34.877,60.1404
504,504,83.81,83.195,82.41,84.34,24527686,75.6318,6.4466,17.5047,16.4032,34.833,60.0646
505,505,82.9,82.215,82.21,83.5,19734277,79.8204,6.1517,16.3052,14.6734,34.814,56.5779
506,506,82.5,81.665,80.87,82.72,22058167,79.2864,6.1106,16.1962,14.5752,34.5811,56.1994
507,507,82.25,81.555,81.44,82.56,19664053,79.1796,6.1023,16.1743,14.5556,34.5346,56.1237
508,508,80.8,82.44,80.8,82.81,19062934,80.0388,6.1685,16.3499,14.7136,34.9093,56.7327
509,509,82.65,82.32,82.22,83.42,17467042,79.9223,6.1596,16.3261,14.6921,34.8585,56.6502
510,510,82.63,82.275,81.84,83.1,18966732,79.8786,6.1562,16.3171,14.6841,34.8395,56.6192
511,511,82.5,82.17,81.71,82.8,15927281,79.7767,6.1483,16.2963,14.6654,34.795,56.5469
512,512,82.21,82.04,81.91,82.61,12529738,79.6505,6.1386,16.2705,14.6422,34.7399,56.4575
513,513,81.93,83.01,81.92,83.94,26883094,80.5922,6.2112,16.4629,14.8153,35.1507,57.125
514,514,83.17,83.515,82.44,83.69,19634173,81.0825,6.249,16.5631,14.9054,35.3645,57.4725
